article;weighted_regulatory_operators;unweighted_regulatory_operators;operators_total;fres;sentences;words;syllables;words_per_sentence;syllables_per_word;number_internal_references;complexity_with_references;clump_size
CRD_33;11;5;32;-14,801999999999964;1;75;129;75,0;1,72;10;5,122997213994881e+19;411
CRD_34;37;19;126;1,8938043478261193;8;460;797;57,5;1,732608695652174;11;5,122997213994881e+19;411
CRD_35;30;21;137;34,17590894413951;19;489;847;25,736842105263158;1,7321063394683027;2;5,122997213994881e+19;411
CRD_36;18;14;113;44,25079376328844;17;415;676;24,41176470588235;1,6289156626506025;4;5,122997213994881e+19;411
CRD_37;1;1;12;40,784285714285716;1;35;54;35,0;1,542857142857143;2;1,1270593870788739e+20;1
CRD_38;1;1;8;46,06863636363636;2;44;72;22,0;1,6363636363636365;0;1;1
CRD_39;12;9;76;43,055135285913536;15;239;417;15,933333333333334;1,7447698744769875;0;12;1
CRD_40;17;10;54;16,38569672131149;4;122;230;30,5;1,8852459016393444;2;5,122997213994881e+19;411
CRD_41;11;7;74;22,523828883495156;8;309;530;38,625;1,715210355987055;1;41,800000000000004;1
CRD_42;12;6;21;1,9797826086956718;1;46;86;46,0;1,8695652173913044;2;118,45800000000003;1
CRD_43;9;6;95;32,29480392156864;15;340;609;22,666666666666668;1,7911764705882354;1;54,98000000000001;1
CRD_44;7;4;22;16,085405405405425;2;74;134;37,0;1,8108108108108107;2;5,122997213994881e+19;411
CRD_45;6;3;19;6,703636363636377;2;66;130;33,0;1,9696969696969697;0;6;1
CRD_46;3;2;14;28,335000000000036;2;60;105;30,0;1,75;0;3;1
CRD_47;28;16;111;14,369676925845965;12;463;839;38,583333333333336;1,812095032397408;1;5,6352969353943695e+19;1
CRD_48;7;4;73;8,05059523809524;9;336;639;37,333333333333336;1,9017857142857142;0;7;1
CRD_49;10;7;35;38,50986760124613;6;107;190;17,833333333333332;1,7757009345794392;2;1,1270593870788739e+20;1
CRD_50;28;18;201;26,09314743202421;25;662;1204;26,48;1,8187311178247734;0;28;1
CRD_51;61;40;288;28,86097663551402;30;963;1655;32,1;1,7185877466251298;14;5,122997213994881e+19;411
CRD_52;15;10;86;32,9187721238938;12;339;582;28,25;1,7168141592920354;3;5,122997213994881e+19;411
CRD_53;17;11;89;27,840443659206926;9;283;492;31,444444444444443;1,7385159010600706;1;5,122997213994881e+19;411
CRD_54;5;2;36;-26,6640625;2;128;255;64,0;1,9921875;2;5,122997213994881e+19;411
CRD_54a;1;1;6;50,470769230769264;2;26;44;13,0;1,6923076923076923;2;1,1270593870788739e+20;1
CRD_55;6;3;62;5,9797619047619435;3;140;254;46,666666666666664;1,8142857142857143;3;3,727748922763376e+20;2
CRD_56;11;4;85;-49,995030750307464;3;271;529;90,33333333333333;1,952029520295203;3;1,6905890806183107e+20;1
CRD_57;18;11;161;21,039524356240804;13;469;827;36,07692307692308;1,763326226012793;4;3,727748922763376e+20;2
CRD_58;25;14;118;11,907775071633267;10;349;658;34,9;1,8853868194842407;4;5,122997213994881e+19;411
CRD_58a;13;8;98;19,83571428571429;9;315;564;35,0;1,7904761904761906;2;1,1270593870788739e+20;1
CRD_59;19;10;104;3,707003205128217;8;351;658;43,875;1,8746438746438747;3;5,122997213994881e+19;411
CRD_60;7;3;28;-17,785882352941158;1;85;139;85,0;1,6352941176470588;4;3,550237069298453e+20;1
CRD_61;12;8;51;26,36100000000002;5;150;266;30,0;1,7733333333333334;3;5,227583202118588e+20;1
CRD_62;1;1;17;31,759336734693903;2;49;87;24,5;1,7755102040816326;0;1;1
CRD_63;27;15;130;12,476491368286446;8;391;669;48,875;1,710997442455243;0;27;1
CRD_64;9;6;52;29,604545454545473;7;165;299;23,571428571428573;1,812121212121212;5;5,122997213994881e+19;411
CRD_65;56;27;169;-4,167645421903018;10;557;1017;55,7;1,8258527827648114;1;5,122997213994881e+19;411
CRD_66;35;12;165;-55,223838235294096;5;544;975;108,8;1,7922794117647058;5;5,122997213994881e+19;411
CRD_67;97;24;249;-123,66730769230767;5;910;1568;182,0;1,7230769230769232;22;5,122997213994881e+19;411
CRD_68;26;16;114;20,836567796610183;12;354;653;29,5;1,844632768361582;0;26;1
CRD_69;25;16;92;28,003023415977964;12;242;453;20,166666666666668;1,871900826446281;9;5,122997213994881e+19;411
CRD_70;35;8;85;-143,82790575916226;1;191;354;191,0;1,8534031413612566;0;35;1
CRD_71;16;10;83;21,07978789592761;8;221;412;27,625;1,8642533936651584;0;16;1
CRD_72;10;6;25;21,22137681159424;3;92;168;30,666666666666668;1,826086956521739;0;10;1
CRD_73;5;3;27;17,4273129251701;3;98;181;32,666666666666664;1,846938775510204;0;5;1
CRD_74;15;9;72;22,187045454545455;11;240;461;21,818181818181817;1,9208333333333334;20;5,122997213994881e+19;411
CRD_75;21;14;91;29,28717506631301;13;290;531;22,307692307692307;1,8310344827586207;5;1,1270593870788739e+20;1
CRD_76;82;51;252;23,94574257425745;28;808;1467;28,857142857142858;1,8155940594059405;0;82;1
CRD_77;18;11;105;22,673844383057116;12;362;657;30,166666666666668;1,8149171270718232;0;18;1
CRD_78;52;33;227;24,77540149393093;27;714;1310;26,444444444444443;1,834733893557423;0;52;1
CRD_79;28;11;74;-33,61111753371867;3;173;372;57,666666666666664;2,1502890173410405;0;28;1
CRD_80;6;3;11;4,652972972972975;1;37;72;37,0;1,945945945945946;0;6;1
CRD_81;9;3;27;-50,40831168831167;1;77;163;77,0;2,116883116883117;0;9;1
CRD_82;16;8;38;-1,395730198019777;4;101;218;25,25;2,1584158415841586;0;16;1
CRD_83;17;12;74;34,80848659003834;9;232;400;25,77777777777778;1,7241379310344827;1;25,8;1
CRD_84;6;3;13;-9,065945945945913;1;37;78;37,0;2,108108108108108;0;6;1
CRD_85;14;8;31;14,66500000000002;5;90;185;18,0;2,0555555555555554;0;14;1
CRD_86;104;58;297;12,183327965270962;37;772;1583;20,864864864864863;2,050518134715026;0;104;1
CRD_87;14;9;47;28,713333333333367;7;135;253;19,285714285714285;1,874074074074074;1;5,122997213994881e+19;411
CRD_88;62;30;232;-3,1247875354107464;14;706;1325;50,42857142857143;1,8767705382436262;1;75,2;1
CRD_89;31;20;140;28,41918784255111;18;446;808;24,77777777777778;1,811659192825112;1;5,122997213994881e+19;411
CRD_90;3;2;11;20,542647058823547;1;34;61;34,0;1,7941176470588236;0;3;1
CRD_91;43;29;232;30,758136132315542;36;786;1430;21,833333333333332;1,8193384223918576;2;5,122997213994881e+19;411
CRD_92;39;13;159;-62,19439534883716;5;516;1002;103,2;1,941860465116279;1;56,6;1
CRD_93;34;10;46;-81,72815126050416;1;119;236;119,0;1,9831932773109244;1;96,26;1
CRD_94;154;77;762;-0,16963590910543758;41;2283;4061;55,68292682926829;1,7787998247919403;3;5,122997213994881e+19;411
CRD_95;16;9;63;12,516011125654472;8;191;384;23,875;2,0104712041884816;0;16;1
CRD_96;4;3;14;30,289932432432437;2;37;69;18,5;1,864864864864865;8;1,6905890806183107e+20;1
CRD_97;55;33;211;19,524049863180323;22;598;1129;27,181818181818183;1,8879598662207357;4;5,122997213994881e+19;411
CRD_98;53;29;269;11,363084952625684;26;958;1790;36,84615384615385;1,8684759916492693;5;5,122997213994881e+19;411
CRD_99;23;13;113;14,372323353293439;10;334;626;33,4;1,874251497005988;7;5,122997213994881e+19;411
CRD_100;6;4;28;25,684496268656744;4;67;130;16,75;1,9402985074626866;1;5,122997213994881e+19;411
CRD_101;47;28;163;18,861329021235065;17;482;907;28,352941176470587;1,8817427385892116;1;5,122997213994881e+19;411
CRD_102;8;6;27;44,108948453608264;5;97;164;19,4;1,690721649484536;1;5,122997213994881e+19;411
CRD_104;112;48;201;-19,815766738660898;7;463;873;66,14285714285714;1,8855291576673867;10;5,122997213994881e+19;411
CRD_104a;194;97;431;-0,17614746325273245;21;1406;2311;66,95238095238095;1,643669985775249;11;5,122997213994881e+19;411
CRD_104b;63;44;185;33,52103455631399;16;586;943;36,625;1,6092150170648465;9;5,122997213994881e+19;411
CRD_104c;10;5;27;2,9825000000000443;2;47;100;23,5;2,127659574468085;2;1,1270593870788739e+20;1
CRD_105;22;8;45;-45,62444444444442;2;162;326;81,0;2,0123456790123457;3;5,122997213994881e+19;411
CRD_106;8;5;38;23,507311320754724;4;106;196;26,5;1,849056603773585;3;1,6905890806183107e+20;1
CRD_107;11;7;85;28,615235849056603;10;265;474;26,5;1,788679245283019;19;4,508237548315496e+20;1
CRD_108;28;17;80;21,765000000000015;8;264;473;33,0;1,7916666666666667;4;4,9027083337931024e+20;1
CRD_109;56;35;163;23,32434659090913;16;495;890;30,9375;1,797979797979798;5;5,122997213994881e+19;411
CRD_110;9;6;39;28,835375;5;128;230;25,6;1,796875;2;4,9027083337931024e+20;1
CRD_111;56;31;205;12,217688627162346;19;715;1322;37,63157894736842;1,848951048951049;1;5,122997213994881e+19;411
CRD_112;12;6;98;-0,5635266245487287;8;277;564;34,625;2,036101083032491;1;5,122997213994881e+19;411
CRD_113;85;51;367;19,848851217906542;31;1176;2064;37,935483870967744;1,7551020408163265;7;5,122997213994881e+19;411
CRD_114;19;11;90;17,082739726027427;7;219;409;31,285714285714285;1,8675799086757991;4;5,122997213994881e+19;411
CRD_115;25;14;94;10,744535714285746;10;224;459;22,4;2,049107142857143;1;5,122997213994881e+19;411
CRD_116;87;50;390;15,554580789638862;34;1031;1956;30,323529411764707;1,8971871968962173;11;5,122997213994881e+19;411
CRD_117;72;38;334;6,649025157232728;27;954;1853;35,333333333333336;1,9423480083857443;5;5,122997213994881e+19;411
CRD_118;11;6;49;8,303668032786902;4;183;329;45,75;1,7978142076502732;2;5,122997213994881e+19;411
CRD_119;5;3;51;19,821428571428612;7;168;323;24,0;1,9226190476190477;3;5,122997213994881e+19;411
CRD_120;5;3;66;29,25083333333336;9;240;427;26,666666666666668;1,7791666666666666;0;5;1
CRD_121;4;2;21;-14,106249999999989;1;64;118;64,0;1,84375;1;5,122997213994881e+19;411
CRD_122;9;5;53;9,726811594202928;6;184;361;30,666666666666668;1,9619565217391304;2;5,122997213994881e+19;411
CRD_123;13;7;50;7,587908163265325;6;147;303;24,5;2,061224489795918;1;5,6352969353943695e+19;1
CRD_124;21;11;112;2,7722321428571775;8;315;611;39,375;1,9396825396825397;4;7,083568247790725e+20;1
CRD_125;27;14;121;3,786469696969732;10;297;607;29,7;2,0437710437710437;3;5,122997213994881e+19;411
CRD_126;7;3;17;-20,53076923076921;1;65;124;65,0;1,9076923076923078;0;7;1
CRD_127;38;21;147;12,499375000000043;16;470;914;29,375;1,9446808510638298;2;5,6352969353943695e+19;1
CRD_128;75;34;127;-12,995988700564936;6;472;781;78,66666666666667;1,6546610169491525;12;5,122997213994881e+19;411
CRD_129;43;33;108;41,69138563049856;14;341;566;24,357142857142858;1,6598240469208212;2;5,122997213994881e+19;411
CRD_130;45;32;113;36,54088942307695;16;325;575;20,3125;1,7692307692307692;3;5,122997213994881e+19;411
CRD_131;149;94;710;24,911786469344605;66;2064;3664;31,272727272727273;1,7751937984496124;2;5,122997213994881e+19;411
CRD_133;136;84;633;23,170111667108102;52;2033;3460;39,09615384615385;1,7019183472700443;6;5,122997213994881e+19;411
CRD_134;11;9;62;48,347589118198925;13;246;405;18,923076923076923;1,646341463414634;1;5,122997213994881e+19;411
CRD_135;22;11;72;-2,17809523809521;6;280;535;46,666666666666664;1,9107142857142858;1;5,122997213994881e+19;411
CRD_136;55;36;245;29,063681953867047;25;737;1288;29,48;1,7476255088195387;3;5,122997213994881e+19;411
CRD_137;17;9;69;7,865000000000009;5;230;414;46,0;1,8;2;5,122997213994881e+19;411
CRD_138;7;2;35;-86,0976470588235;1;136;249;136,0;1,8308823529411764;0;7;1
CRD_139;32;19;132;19,008644067796638;14;472;857;33,714285714285715;1,8156779661016949;2;5,122997213994881e+19;411
CRD_140;101;54;292;7,384389867489801;19;989;1714;52,05263157894737;1,7330637007077856;6;5,122997213994881e+19;411
CRD_141;101;60;328;18,83919272962663;24;1223;1970;50,958333333333336;1,6107931316434996;3;5,122997213994881e+19;411
CRD_141a;30;14;46;-6,858192771084319;2;166;254;83,0;1,5301204819277108;3;1,6905890806183107e+20;1
CRD_142;40;25;103;24,46794839857654;10;281;511;28,1;1,8185053380782918;2;1,1270593870788739e+20;1
CRD_143;19;12;78;23,712294117647076;10;272;500;27,2;1,838235294117647;3;5,122997213994881e+19;411
CRD_144;25;11;85;-17,292391681109166;7;577;958;82,42857142857143;1,660311958405546;3;5,122997213994881e+19;411
CRD_145;14;4;73;-95,84632736156348;2;307;533;153,5;1,736156351791531;23;5,122997213994881e+19;411
CRD_146;6;4;17;28,306275510204102;2;49;89;24,5;1,816326530612245;2;5,6352969353943695e+19;1
CRD_147;4;4;14;57,232421052631594;5;57;93;11,4;1,631578947368421;0;4;1
CRD_148;12;10;72;47,86935185185186;14;243;406;17,357142857142858;1,6707818930041152;1;5,122997213994881e+19;411
CRD_149;3;2;26;19,132903225806473;4;124;229;31,0;1,846774193548387;0;3;1
CRD_150;10;6;35;23,441492227979296;5;193;329;38,6;1,7046632124352332;2;3,719295977360285e+20;1
CRD_151;6;4;40;33,14640037593986;4;133;220;33,25;1,6541353383458646;8;3,4938840999445096e+20;1
CRD_152;11;6;21;5,3053658536585715;2;82;155;41,0;1,8902439024390243;1;22,0;1
CRD_153;18;12;81;28,79595454545455;10;275;488;27,5;1,7745454545454546;0;18;1
CRD_154;3;2;29;15,213699633699662;3;91;173;30,333333333333332;1,901098901098901;1;22,8;1
CRD_155;6;4;28;29,348366666666664;6;125;231;20,833333333333332;1,848;2;1,1270593870788739e+20;1
CRD_156;10;5;32;1,9105072463768238;3;92;189;30,666666666666668;2,0543478260869565;0;10;1
CRD_157;12;5;40;-24,03263513513511;2;111;229;55,5;2,063063063063063;0;12;1
CRD_158;33;23;196;32,62335542009012;22;686;1156;31,181818181818183;1,685131195335277;9;5,184473180562821e+20;1
CRD_159;6;5;33;42,71590604026849;7;149;251;21,285714285714285;1,6845637583892616;2;5,6352969353943695e+19;1
CRD_159a;12;7;37;14,699783834586498;4;133;249;33,25;1,8721804511278195;1;5,6352969353943695e+19;1
CRD_160;35;23;155;29,792724014336926;18;496;874;27,555555555555557;1,7620967741935485;10;6,480591475703525e+20;1
CRD_161;46;31;213;31,27764925373137;28;670;1198;23,928571428571427;1,7880597014925372;7;7,647097941330162e+20;1
CRD_162;21;18;100;48,701528796522695;18;409;653;22,72222222222222;1,5965770171149145;3;1,6905890806183107e+20;1
CRD_163;5;4;17;48,284057377049194;2;61;92;30,5;1,5081967213114753;0;5;1
CRD_164;1;1;5;30,365000000000038;1;28;49;28,0;1,75;0;1;1
CRD_165;1;1;2;73,84500000000001;2;12;18;6,0;1,5;0;1;1
CRR_1;36;15;65;-24,63118279569892;3;155;328;51,666666666666664;2,1161290322580646;0;36;1
CRR_2;19;14;54;39,257737127371314;9;164;289;18,22222222222222;1,7621951219512195;0;19;1
CRR_3;9;5;13;15,195000000000022;1;36;66;36,0;1,8333333333333333;0;9;1
CRR_4;647;90;1803;-311,3524641972324;19;6968;12021;366,7368421052632;1,7251722158438576;16;5,122997213994881e+19;411
CRR_5;6;3;24;-3,390188679245256;2;106;196;53,0;1,849056603773585;0;6;1
CRR_6;34;24;104;34,43269230769232;13;342;589;26,307692307692307;1,7222222222222223;10;5,122997213994881e+19;411
CRR_7;24;11;104;-12,156793349168623;7;421;786;60,142857142857146;1,8669833729216152;2;5,122997213994881e+19;411
CRR_8;50;27;171;8,906016009852237;12;609;1054;50,75;1,7307060755336618;3;5,122997213994881e+19;411
CRR_9;11;7;56;26,52790697674422;7;215;379;30,714285714285715;1,7627906976744185;3;5,122997213994881e+19;411
CRR_10;21;11;56;7,2166145833333815;6;256;473;42,666666666666664;1,84765625;0;21;1
CRR_11;74;44;249;18,895795586221453;22;863;1511;39,22727272727273;1,7508690614136733;9;5,122997213994881e+19;411
CRR_12a;5;3;55;17,37300000000002;5;204;357;40,8;1,75;1;5,122997213994881e+19;411
CRR_13;25;17;75;32,390134974196144;11;229;415;20,818181818181817;1,8122270742358078;11;3,944707854776059e+20;1
CRR_14;25;15;69;18,881666666666717;6;188;347;31,333333333333332;1,8457446808510638;3;1,6905890806183107e+20;1
CRR_15;27;11;123;-25,92465231788077;6;453;836;75,5;1,8454746136865343;7;3,944707854776059e+20;1
CRR_16;9;4;20;-20,061392405063245;1;79;137;79,0;1,7341772151898733;1;5,6352969353943695e+19;1
CRR_17;17;11;62;27,914411764705903;7;170;310;24,285714285714285;1,8235294117647058;1;4,339178640253665e+20;1
CRR_18;65;38;249;17,8076829268293;29;820;1554;28,275862068965516;1,895121951219512;6;5,122997213994881e+19;411
CRR_19;4;2;70;-0,17000000000001592;6;282;531;47,0;1,8829787234042554;1;5,122997213994881e+19;411
CRR_20;72;48;323;30,547243998300445;36;1046;1815;29,055555555555557;1,7351816443594645;12;5,122997213994881e+19;411
CRR_21;26;16;166;21,09625195618156;18;568;1032;31,555555555555557;1,8169014084507042;1;5,122997213994881e+19;411
CRR_22;5;2;22;-28,373421052631556;1;76;142;76,0;1,868421052631579;3;5,122997213994881e+19;411
CRR_23;11;5;15;-9,830526315789456;1;57;107;57,0;1,8771929824561404;1;5,6352969353943695e+19;1
CRR_24;3;2;20;35,89606593406597;5;91;164;18,2;1,8021978021978022;0;3;1
CRR_25;0;0;3;49,78250000000003;2;47;74;23,5;1,574468085106383;0;0;1
CRR_26;37;23;220;23,35631220534313;23;747;1329;32,47826086956522;1,7791164658634537;4;5,122997213994881e+19;411
CRR_27;15;8;79;5,891967213114782;7;305;565;43,57142857142857;1,8524590163934427;2;5,122997213994881e+19;411
CRR_28;98;45;431;-11,224113924050613;21;1422;2510;67,71428571428571;1,7651195499296766;3;5,122997213994881e+19;411
CRR_29;47;28;127;20,276070175438605;15;475;867;31,666666666666668;1,825263157894737;1;5,122997213994881e+19;411
CRR_30;7;3;25;-15,012409638554189;1;83;135;83,0;1,6265060240963856;2;1,1270593870788739e+20;1
CRR_31;6;3;58;2,4028571428571865;5;245;448;49,0;1,8285714285714285;2;5,122997213994881e+19;411
CRR_32;5;3;41;26,42961538461543;6;156;284;26,0;1,8205128205128205;0;5;1
CRR_33;7;5;62;37,1044650145773;10;343;547;34,3;1,5947521865889214;0;7;1
CRR_34;8;4;19;7,497173913043497;1;46;83;46,0;1,8043478260869565;1;116,9;1
CRR_35;7;5;20;32,67429104477614;2;67;111;33,5;1,6567164179104477;1;14,700000000000001;1
CRR_36;26;14;178;9,230112028301903;16;795;1383;49,6875;1,739622641509434;10;5,122997213994881e+19;411
CRR_37;12;5;44;-20,938571428571407;2;126;244;63,0;1,9365079365079365;0;12;1
CRR_38;15;9;82;22,07149350649351;11;280;526;25,454545454545453;1,8785714285714286;1;5,6352969353943695e+19;1
CRR_39;14;7;94;3,2714844720496785;5;322;526;64,4;1,6335403726708075;0;14;1
CRR_40;4;2;21;-6,139873417721489;1;79;124;79,0;1,5696202531645569;1;5,6352969353943695e+19;1
CRR_41;12;8;66;29,641226415094366;7;212;367;30,285714285714285;1,7311320754716981;1;5,6352969353943695e+19;1
CRR_42;20;4;53;-178,19493775933609;1;241;400;241,0;1,6597510373443984;1;5,6352969353943695e+19;1
CRR_43;3;1;29;-72,61803149606297;1;127;226;127,0;1,779527559055118;0;3;1
CRR_44;8;3;27;-39,330999999999975;1;100;171;100,0;1,71;1;5,122997213994881e+19;411
CRR_45;19;5;45;-110,57502890173404;1;173;290;173,0;1,676300578034682;1;5,122997213994881e+19;411
CRR_46;32;19;130;17,395790062310283;11;569;921;51,72727272727273;1,6186291739894552;7;1,6905890806183107e+20;1
CRR_47;6;4;26;32,324285714285736;2;70;115;35,0;1,6428571428571428;4;5,122997213994881e+19;411
CRR_47a;35;20;391;14,045917487684761;20;1015;1695;50,75;1,6699507389162562;4;1,1270593870788739e+20;1
CRR_47b;18;9;193;1,1662418300653883;9;544;928;60,44444444444444;1,7058823529411764;0;18;1
CRR_47c;50;24;459;-3,798944016091184;19;1256;2131;66,10526315789474;1,696656050955414;5;2,3668247128656354e+20;1
CRR_48;35;21;129;20,53941176470593;10;510;811;51,0;1,5901960784313725;5;5,122997213994881e+19;411
CRR_49;64;33;304;3,083610022053449;22;1113;2005;50,59090909090909;1,8014375561545373;6;3,381178161236622e+20;1
CRR_50;8;6;18;35,72184782608696;2;69;111;34,5;1,608695652173913;8;4,846355364439159e+20;1
CRR_51;3;2;12;43,53995762711867;2;59;93;29,5;1,576271186440678;1;5,122997213994881e+19;411
CRR_52;162;47;316;-87,15768798200511;8;1167;2013;145,875;1,724935732647815;3;5,122997213994881e+19;411
CRR_53;12;5;45;-18,617561349693233;2;163;275;81,5;1,687116564417178;1;5,6352969353943695e+19;1
CRR_54;59;36;146;21,774561567164227;16;670;1129;41,875;1,6850746268656716;2;1,1270593870788739e+20;1
CRR_55;5;3;22;26,45279069767443;2;86;139;43,0;1,6162790697674418;1;5,6352969353943695e+19;1
CRR_56;27;5;57;-201,0235714285714;1;252;453;252,0;1,7976190476190477;2;5,122997213994881e+19;411
CRR_57;19;4;53;-172,03653846153844;1;234;391;234,0;1,670940170940171;1;5,122997213994881e+19;411
CRR_58;12;5;26;-29,886516853932548;1;89;154;89,0;1,7303370786516854;1;5,6352969353943695e+19;1
CRR_59;12;5;45;-21,26941176470585;2;170;285;85,0;1,6764705882352942;1;5,122997213994881e+19;411
CRR_60;31;19;127;22,800712121212115;12;550;894;45,833333333333336;1,6254545454545455;5;5,122997213994881e+19;411
CRR_61;1;1;10;47,792;2;50;79;25,0;1,58;2;5,6352969353943695e+19;1
CRR_62;6;3;35;-8,1606818181818;2;165;256;82,5;1,5515151515151515;6;5,122997213994881e+19;411
CRR_63;184;33;243;-213,94571428571425;3;819;1391;273,0;1,6984126984126984;2;5,122997213994881e+19;411
CRR_64;2;2;17;48,525000000000034;5;120;190;24,0;1,5833333333333333;0;2;1
CRR_65;4;3;20;41,45000000000002;2;80;118;40,0;1,475;1;5,6352969353943695e+19;1
CRR_66;14;5;49;-46,42927835051543;2;194;355;97,0;1,8298969072164948;2;5,122997213994881e+19;411
CRR_67;18;4;53;-152,9732876712328;1;219;356;219,0;1,6255707762557077;1;5,6352969353943695e+19;1
CRR_68;12;5;27;-26,274999999999977;1;94;153;94,0;1,627659574468085;1;5,6352969353943695e+19;1
CRR_69;19;5;45;-103,56323529411762;1;170;277;170,0;1,6294117647058823;1;5,122997213994881e+19;411
CRR_70;30;19;131;25,85749619134677;12;547;871;45,583333333333336;1,5923217550274222;8;5,122997213994881e+19;411
CRR_71;1;1;9;61,75000000000003;2;40;59;20,0;1,475;2;5,122997213994881e+19;411
CRR_72;1;1;7;49,91500000000002;2;36;59;18,0;1,6388888888888888;0;1;1
CRR_72a;35;10;209;-91,74161794500719;5;691;1293;138,2;1,8712011577424024;4;5,122997213994881e+19;411
CRR_72b;73;31;408;-20,867887624466533;19;1406;2536;74,0;1,8036984352773826;8;5,122997213994881e+19;411
CRR_72c;14;8;85;11,613757025508022;9;257;505;28,555555555555557;1,9649805447470816;0;14;1
CRR_72d;2;1;27;3,6526923076923197;3;78;163;26,0;2,08974358974359;1;5,6352969353943695e+19;1
CRR_72e;34;14;184;-24,64735714285709;10;693;1320;69,3;1,9047619047619047;5;5,122997213994881e+19;411
CRR_72f;19;4;57;-164,61940366972473;1;218;387;218,0;1,775229357798165;1;5,6352969353943695e+19;1
CRR_72g;3;2;16;32,459736842105286;1;38;61;38,0;1,605263157894737;3;5,122997213994881e+19;411
CRR_72h;15;4;48;-110,0326470588235;1;170;290;170,0;1,7058823529411764;2;5,122997213994881e+19;411
CRR_72i;33;18;145;9,034818181818196;11;550;956;50,0;1,7381818181818183;8;5,122997213994881e+19;411
CRR_72j;7;6;62;46,72409090909093;7;176;280;25,142857142857142;1,5909090909090908;8;5,122997213994881e+19;411
CRR_72k;2;1;10;-11,934999999999974;1;28;63;28,0;2,25;1;5,6352969353943695e+19;1
CRR_72l;3;2;13;34,448571428571455;2;42;75;21,0;1,7857142857142858;0;3;1
